UniqueId,SocialMedia,SocialMediaTime,News,NewsTime,Blogs,BlogsTime,BounceRate,ExitRate,PageValue,TrafficKind,OS,Browser,Month,Region,VisitorKind,DayImportance,IsWeekend,IsSale
0x2d6b,0.0,0.0,0.0,0.0,10.0,640.875,0.0,0.011,18.854,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2d77,3.0,91.5,4.0,333.833,132.0,3041.676,0.012,0.031,0.0,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2d85,2.0,76.0,0.0,0.0,33.0,831.111,0.0,0.012,77.975,direct,windows,Google-Chrome,Dec,West North Central,Returning,0.0,1.0,True
0x2d94,0.0,0.0,0.0,0.0,7.0,649.5,0.029,0.057,0.0,direct,windows,Google-Chrome,Dec,West North Central,New,0.0,0.0,True
0x2da2,6.0,213.5,0.0,0.0,11.0,303.5,0.0,0.017,87.903,referral,other,Other,Dec,Pacific,Other,0.0,0.0,True
0x2da8,0.0,0.0,0.0,0.0,73.0,3324.597,0.017,0.04,0.0,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2dac,2.0,11.0,0.0,0.0,14.0,249.667,0.0,0.033,0.0,search,linux,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2dae,6.0,57.25,0.0,0.0,36.0,1930.411,0.012,0.018,21.396,direct,android,Safari,Nov,New England,Returning,0.0,0.0,True
0x2db4,0.0,0.0,2.0,199.0,30.0,661.139,0.006,0.027,0.0,referral,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x2dbc,1.0,6.0,0.0,0.0,15.0,579.0,0.0,0.012,63.935,direct,android,Safari,Dec,West North Central,New,0.0,0.0,True
0x2dc2,0.0,0.0,4.0,218.25,25.0,402.043,0.007,0.022,0.0,referral,android,Safari,Nov,New England,Returning,0.0,0.0,True
0x2dcc,0.0,0.0,0.0,0.0,17.0,701.803,,0.011,61.072,referral,windows,,Nov,South Atlantic,New,0.0,0.0,True
0x2dd7,6.0,647.333,6.0,191.583,175.0,10886.877,0.005,0.018,16.641,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2ddc,7.0,229.75,0.0,0.0,33.0,760.619,0.0,0.011,51.867,direct,windows,Google-Chrome,Nov,East North Central,New,0.0,0.0,True
0x2ddd,1.0,58.5,1.0,0.0,11.0,1012.167,0.0,0.042,62.868,search,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2de2,0.0,0.0,0.0,0.0,15.0,1251.317,0.0,0.035,0.0,direct,mac-ios,Google-Chrome,Nov,New England,Returning,0.0,1.0,True
0x2de6,3.0,,1.0,16.0,109.0,3624.056,0.009,0.014,11.326,,android,Google-Chrome,Nov,New England,Returning,0.0,,True
0x2df5,0.0,0.0,0.0,0.0,42.0,1892.006,0.022,0.041,0.0,direct,android,Safari,Nov,New England,Returning,0.0,1.0,True
0x2dfa,1.0,48.5,0.0,0.0,35.0,668.1,0.008,0.019,36.955,search,windows,Firefox,Nov,New England,Returning,0.0,0.0,True
0x2dfb,2.0,50.5,1.0,7.0,27.0,916.922,0.0,0.01,0.0,referral,android,Google-Chrome,Nov,New England,New,0.0,1.0,True
0x2e02,5.0,266.0,0.0,0.0,29.0,730.35,0.006,0.026,32.913,search,linux,Safari,Nov,Mountain,Returning,0.0,0.0,True
0x2e03,9.0,255.417,2.0,94.167,22.0,612.819,0.015,0.026,22.311,direct,mac-ios,Google-Chrome,Nov,West North Central,Returning,0.0,1.0,True
0x2e15,5.0,50.0,0.0,0.0,234.0,5246.435,0.003,0.012,21.032,search,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x2e18,1.0,9.0,0.0,0.0,33.0,1597.106,0.0,0.009,5.775,direct,windows,Google-Chrome,Dec,East North Central,Returning,0.0,0.0,True
0x2e28,0.0,0.0,0.0,0.0,7.0,432.0,0.0,0.014,270.785,referral,windows,Firefox,Nov,New England,New,0.0,0.0,True
0x2e36,9.0,152.875,2.0,54.917,85.0,2971.254,0.002,0.014,1.023,search,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x2e4c,14.0,515.982,0.0,0.0,170.0,7128.754,0.003,0.016,4.47,search,windows,Google-Chrome,Nov,West South Central,Returning,0.0,1.0,True
0x2e50,4.0,65.0,0.0,0.0,26.0,501.8,0.0,0.014,0.0,direct,windows,Google-Chrome,Nov,Pacific,New,0.0,0.0,True
0x2e52,1.0,42.5,1.0,12.833,104.0,4054.756,0.004,0.01,141.459,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2e56,5.0,140.0,0.0,0.0,21.0,839.417,0.012,0.009,30.837,search,mac-ios,Google-Chrome,Dec,East North Central,Returning,0.0,0.0,True
0x2e66,2.0,41.5,0.0,0.0,10.0,264.25,0.017,0.025,0.0,referral,android,Firefox,Nov,Mountain,New,0.0,1.0,True
0x2e70,6.0,337.0,4.0,693.0,261.0,14150.546,0.006,0.026,0.952,direct,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x2e72,6.0,161.833,5.0,858.571,84.0,2701.338,0.011,0.016,7.477,search,android,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2e75,7.0,84.833,0.0,0.0,57.0,1897.688,0.009,0.018,0.0,search,android,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x2e82,11.0,104.194,3.0,,75.0,1753.761,0.002,0.018,20.048,direct,windows,Google-Chrome,,East North Central,Returning,0.0,0.0,True
0x2e8a,2.0,98.0,0.0,0.0,81.0,2628.0,0.002,0.012,0.602,direct,windows,Safari,Dec,New England,Returning,0.0,0.0,True
0x2e92,3.0,29.815,0.0,0.0,189.0,7190.548,0.001,0.015,39.292,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2e94,0.0,0.0,0.0,0.0,30.0,901.289,0.0,0.007,34.148,direct,windows,Google-Chrome,Dec,West South Central,New,0.0,0.0,True
0x2e97,4.0,140.675,1.0,97.75,70.0,2721.555,0.002,0.017,10.536,referral,android,Google-Chrome,Nov,New England,Returning,0.0,1.0,True
0x2e9d,0.0,0.0,2.0,20.0,28.0,1085.25,0.0,0.01,0.0,referral,mac-ios,Google-Chrome,Dec,New England,New,0.0,0.0,True
0x2e9f,0.0,0.0,0.0,0.0,18.0,353.083,0.022,0.05,0.0,direct,android,Safari,Nov,New England,Returning,0.0,1.0,True
0x2eaf,0.0,0.0,1.0,0.0,21.0,472.5,0.019,0.019,34.277,referral,android,Safari,Nov,New England,Returning,0.0,0.0,True
0x2eb3,0.0,0.0,0.0,0.0,9.0,329.25,0.05,0.075,38.834,search,mac-ios,Google-Chrome,Dec,West North Central,Returning,0.0,0.0,True
0x2eb4,0.0,0.0,0.0,0.0,5.0,156.5,0.0,0.013,0.0,search,windows,Firefox,Nov,West South Central,Returning,0.0,0.0,True
0x2ecb,0.0,0.0,0.0,0.0,15.0,593.75,0.0,0.014,92.939,referral,android,Other,Nov,East North Central,Returning,0.0,1.0,True
0x2ed2,12.0,397.717,3.0,431.333,336.0,12595.628,0.002,0.013,1.179,referral,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2ed4,14.0,228.749,6.0,121.583,336.0,12166.694,0.0,0.012,0.067,direct,windows,Google-Chrome,Nov,West South Central,Returning,0.0,0.0,True
0x2eed,8.0,363.05,0.0,0.0,8.0,345.0,0.0,0.017,13.643,search,windows,Google-Chrome,Dec,East North Central,Returning,0.0,0.0,True
0x2eee,0.0,0.0,1.0,12.0,22.0,1668.95,0.0,0.01,12.189,direct,windows,Google-Chrome,Dec,New England,New,0.0,1.0,True
0x2ef0,0.0,0.0,0.0,0.0,22.0,1327.667,0.0,0.032,0.0,direct,windows,Google-Chrome,Nov,New England,New,0.0,1.0,True
0x2ef6,0.0,0.0,0.0,0.0,11.0,242.917,0.0,0.02,16.161,direct,windows,Other,Dec,West South Central,Returning,0.0,1.0,True
0x2f11,0.0,0.0,0.0,0.0,7.0,199.5,0.029,0.057,56.579,search,windows,Firefox,Nov,New England,Returning,0.0,0.0,True
0x2f15,6.0,146.417,0.0,0.0,61.0,2405.653,0.009,0.032,0.0,direct,windows,Safari,Dec,New England,Returning,0.0,0.0,True
0x2f1b,2.0,20.15,0.0,0.0,60.0,1521.15,0.003,0.015,16.436,direct,windows,Firefox,Nov,New England,Returning,0.0,0.0,True
0x2f36,0.0,0.0,0.0,0.0,6.0,60.25,0.033,0.067,0.0,search,windows,Google-Chrome,Nov,West South Central,Returning,0.0,0.0,True
0x2f3f,8.0,889.167,0.0,0.0,137.0,5588.185,0.001,0.026,6.898,search,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2f40,5.0,169.975,3.0,106.0,90.0,4792.381,0.004,0.007,41.558,search,mac-ios,Google-Chrome,Nov,East South Central,Returning,0.0,0.0,True
0x2f47,12.0,275.517,2.0,288.375,60.0,1276.594,0.0,0.01,5.452,direct,linux,Safari,Nov,New England,Returning,0.0,0.0,True
0x2f48,0.0,0.0,0.0,0.0,10.0,392.5,0.0,0.02,42.839,direct,android,Safari,Nov,Mid-Atlantic,New,0.0,0.0,True
0x2f4c,0.0,0.0,0.0,0.0,28.0,1107.923,0.015,0.01,226.678,referral,other,Other,Dec,Pacific,Other,0.0,0.0,True
0x2f52,4.0,60.0,3.0,37.833,21.0,868.017,0.0,0.008,40.726,direct,android,Safari,Dec,New England,New,0.0,0.0,True
0x2f55,1.0,46.5,0.0,0.0,14.0,398.979,0.0,0.014,116.338,referral,other,Other,Dec,Pacific,Other,0.0,0.0,True
0x2f58,7.0,91.25,1.0,0.0,95.0,2900.792,0.004,0.023,4.486,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,1.0,True
0x2f61,6.0,141.917,2.0,1060.75,136.0,8777.614,0.007,0.016,21.383,direct,mac-ios,Google-Chrome,Dec,New England,Returning,0.0,0.0,True
0x2f62,6.0,183.25,2.0,80.5,60.0,1883.444,0.0,,0.0,referral,mac-ios,Other,Nov,New England,Returning,0.0,,True
0x2f71,3.0,143.625,0.0,,63.0,,0.003,0.013,9.079,direct,mac-ios,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2f73,4.0,62.5,0.0,0.0,53.0,1840.369,0.007,0.023,46.778,direct,android,Safari,Dec,Mid-Atlantic,Returning,0.0,0.0,True
0x2f81,0.0,0.0,0.0,0.0,145.0,4108.808,0.008,0.023,0.0,direct,windows,Google-Chrome,Nov,West North Central,Returning,0.0,0.0,True
0x2f83,2.0,43.727,0.0,0.0,59.0,3354.078,0.012,0.026,9.005,search,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x2f85,6.0,84.667,0.0,0.0,24.0,1387.5,0.0,0.017,11.309,search,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x2f88,3.0,109.0,0.0,0.0,31.0,3116.5,0.0,0.005,0.0,referral,mac-ios,Google-Chrome,Dec,New England,Returning,0.0,0.0,True
0x2f8c,2.0,37.5,0.0,0.0,70.0,6384.367,0.017,0.028,0.0,referral,android,Safari,Nov,East North Central,Returning,0.0,0.0,True
0x2f92,26.0,1561.718,9.0,503.722,183.0,9676.093,0.011,0.014,19.567,direct,mac-ios,Google-Chrome,Nov,Mid-Atlantic,Returning,0.0,0.0,True
0x2f9f,6.0,112.125,8.0,224.0,114.0,3459.48,0.002,0.01,5.649,referral,windows,Google-Chrome,Nov,East North Central,Returning,0.0,1.0,True
0x2fa9,0.0,0.0,0.0,0.0,15.0,1134.456,0.0,0.001,30.307,direct,windows,Firefox,Dec,New England,Returning,0.0,0.0,True
0x2faa,0.0,0.0,0.0,0.0,7.0,389.167,0.0,0.021,0.0,direct,mac-ios,Google-Chrome,Nov,East North Central,Returning,0.0,1.0,True
0x2fad,1.0,7.0,0.0,0.0,21.0,803.0,0.032,0.053,7.015,search,mac-ios,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x2fb2,0.0,0.0,0.0,0.0,16.0,853.417,0.013,0.038,50.814,direct,android,Safari,Dec,West South Central,New,0.0,0.0,True
0x2fc4,0.0,0.0,0.0,0.0,14.0,999.0,0.0,0.023,8.483,referral,windows,Google-Chrome,Dec,East North Central,Returning,0.0,0.0,True
0x2fc6,6.0,580.333,0.0,0.0,43.0,1326.107,0.018,0.018,0.0,direct,android,Safari,Nov,East North Central,Returning,0.0,0.0,True
0x2fca,0.0,,0.0,0.0,36.0,872.833,0.0,0.007,81.027,,windows,Firefox,Nov,,New,0.0,,True
0x2fcc,12.0,219.274,4.0,857.167,107.0,2640.136,0.0,0.015,6.479,direct,android,Google-Chrome,Nov,New England,Returning,0.0,1.0,True
0x2fdc,0.0,0.0,0.0,0.0,24.0,1010.25,0.008,0.017,31.82,direct,mac-ios,Google-Chrome,Dec,Mountain,Returning,0.0,0.0,True
0x2fe9,6.0,413.5,0.0,0.0,83.0,6072.032,0.007,0.024,1.24,search,mac-ios,Google-Chrome,Nov,Mountain,Returning,0.0,1.0,True
0x2feb,0.0,0.0,0.0,0.0,5.0,277.5,0.0,0.04,42.03,direct,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,True
0x2ff4,7.0,139.575,0.0,0.0,30.0,986.5,0.0,0.011,36.393,direct,windows,Other,Dec,New England,New,0.0,0.0,True
0x3017,1.0,0.0,2.0,211.25,144.0,4627.49,0.001,0.021,0.0,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,True
0x3019,3.0,16.0,3.0,86.0,15.0,2773.5,0.0,0.03,78.812,direct,windows,Google-Chrome,Dec,New England,Returning,0.0,0.0,True
00x26b,13.0,374.875,1.0,53.0,88.0,5958.072,0.002,0.01,0.0,direct,windows,Google-Chrome,Mar,East North Central,Returning,0.0,0.0,False
0x1376,0.0,0.0,0.0,0.0,15.0,1269.5,0.014,0.062,0.0,search,windows,Firefox,May,Pacific,Returning,0.6,0.0,False
00xebf,0.0,0.0,0.0,0.0,5.0,50.0,0.16,0.18,0.0,referral,android,Google-Chrome,May,Mid-Atlantic,Returning,0.4,0.0,False
00x669,0.0,0.0,0.0,0.0,14.0,183.667,0.0,0.005,0.0,search,mac-ios,Google-Chrome,Mar,East North Central,Returning,0.0,0.0,False
0x2b86,0.0,0.0,0.0,0.0,2.0,41.5,0.1,0.1,0.0,search,android,Safari,Dec,East North Central,Returning,0.0,1.0,False
0x1724,0.0,0.0,0.0,0.0,2.0,78.1,0.18,0.171,0.0,direct,windows,Samsung,Sep,East North Central,Returning,0.0,0.0,False
0x11a0,0.0,0.0,0.0,0.0,15.0,75.0,0.08,0.12,0.0,direct,windows,Google-Chrome,May,East South Central,Returning,0.6,0.0,False
0x25ee,0.0,0.0,0.0,0.0,8.0,123.0,0.025,0.029,0.0,referral,mac-ios,Google-Chrome,Nov,East North Central,Returning,0.0,1.0,False
00x9c8,0.0,0.0,0.0,0.0,23.0,406.0,0.03,0.059,0.0,direct,windows,Google-Chrome,May,New England,Returning,0.2,0.0,False
0x2878,10.0,506.388,1.0,5.0,58.0,2528.287,0.001,0.006,5.553,referral,mac-ios,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,False
0x121e,0.0,0.0,0.0,0.0,17.0,141.5,0.082,0.112,0.0,referral,windows,Google-Chrome,May,New England,Returning,0.6,0.0,False
00x34b,0.0,0.0,0.0,0.0,32.0,1420.25,0.006,0.027,0.0,search,linux,Google-Chrome,Mar,New England,Returning,0.0,0.0,False
0x1e80,0.0,0.0,0.0,0.0,154.0,4800.575,0.014,0.033,0.0,search,windows,Google-Chrome,Oct,New England,Returning,0.0,1.0,False
0x2dad,13.0,225.539,8.0,368.155,111.0,3874.241,0.006,0.022,6.245,direct,windows,Google-Chrome,Nov,Pacific,Returning,0.0,0.0,False
0x266a,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,search,linux,Safari,Nov,New England,New,0.0,0.0,False
0x1883,0.0,0.0,0.0,0.0,2.0,34.2,0.0,0.1,0.0,direct,windows,Google-Chrome,Sep,New England,Returning,0.0,0.0,False
00x33c,5.0,193.0,1.0,13.0,66.0,2049.458,0.004,0.013,29.458,search,mac-ios,Google-Chrome,Mar,East North Central,Returning,0.0,1.0,False
0x22f1,0.0,,,0.0,2.0,9.0,0.0,0.067,0.0,referral,windows,Google-Chrome,Nov,Mountain,Returning,,0.0,False
0x2d38,3.0,50.0,5.0,248.75,39.0,1034.312,0.013,0.018,0.0,direct,android,Safari,Dec,New England,Returning,0.0,0.0,False
00x1b7,3.0,50.0,0.0,0.0,13.0,796.0,0.0,0.013,0.0,direct,windows,Google-Chrome,Mar,South Atlantic,Returning,0.0,0.0,False
00x792,1.0,0.0,0.0,0.0,1.0,19.0,0.0,0.1,0.0,search,android,Safari,Mar,East North Central,Returning,0.0,0.0,False
00xd8f,1.0,74.0,0.0,0.0,21.0,744.833,0.0,0.01,0.0,direct,windows,Google-Chrome,May,New England,New,0.0,1.0,False
00xd9d,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,referral,windows,Firefox,May,West South Central,Returning,0.6,0.0,False
0x1e02,0.0,0.0,0.0,0.0,3.0,20.2,0.0,0.067,0.0,search,windows,Google-Chrome,Jul,Mid-Atlantic,Returning,0.0,0.0,False
0x2fe5,5.0,157.333,0.0,0.0,76.0,3923.586,0.001,0.014,0.0,direct,windows,Google-Chrome,Nov,Mountain,Returning,0.0,1.0,False
0x2028,5.0,70.333,0.0,0.0,29.0,1049.314,0.026,0.054,0.0,direct,mac-ios,Google-Chrome,Nov,East North Central,Returning,0.0,1.0,False
00xc18,0.0,0.0,0.0,0.0,11.0,219.5,0.018,0.046,0.0,search,android,Safari,May,East North Central,Returning,0.6,0.0,False
0x2c41,0.0,0.0,0.0,0.0,3.0,56.5,0.067,0.133,0.0,search,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,False
0x1168,3.0,109.0,0.0,0.0,11.0,2351.333,0.0,0.025,0.0,search,windows,Google-Chrome,May,Pacific,Returning,0.0,1.0,False
0x24c2,0.0,0.0,,0.0,5.0,256.5,0.0,0.04,0.0,,,Google-Chrome,Dec,East North Central,,0.0,0.0,False
0x1a64,4.0,21.1,2.0,341.6,92.0,2668.712,0.019,0.048,0.0,search,windows,Google-Chrome,Aug,New England,Returning,0.0,1.0,False
00xe7b,1.0,64.0,0.0,0.0,15.0,188.5,0.0,0.007,0.0,direct,windows,Firefox,May,Mid-Atlantic,Returning,0.0,0.0,False
00xab2,8.0,245.333,4.0,168.5,14.0,361.5,0.009,0.009,0.0,search,android,Safari,May,East North Central,Returning,0.0,0.0,False
0x2939,3.0,197.5,0.0,0.0,15.0,343.25,0.012,0.029,0.0,direct,windows,Firefox,Dec,West North Central,Returning,0.0,0.0,False
0x2b30,1.0,28.5,1.0,0.0,315.0,11232.657,0.003,0.019,0.0,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,False
00xf10,0.0,0.0,0.0,0.0,6.0,186.0,0.0,0.072,0.0,search,android,Safari,May,Mountain,Returning,0.0,0.0,False
00x9b0,0.0,0.0,0.0,0.0,36.0,1135.167,0.007,0.04,0.0,referral,android,Safari,May,New England,Returning,0.0,1.0,False
00xec0,0.0,0.0,0.0,0.0,12.0,304.75,0.0,0.025,0.0,referral,android,Google-Chrome,May,East North Central,Returning,0.8,0.0,False
0x11d9,0.0,0.0,0.0,0.0,9.0,597.0,0.111,0.144,0.0,search,windows,Firefox,May,East South Central,Returning,0.2,0.0,False
0x1efd,1.0,54.4,0.0,0.0,19.0,351.4,0.065,0.125,0.0,search,android,Safari,Jul,East North Central,Returning,0.0,0.0,False
0x1410,0.0,0.0,0.0,0.0,4.0,129.0,0.0,0.012,0.0,search,android,Safari,May,West North Central,Returning,0.0,0.0,False
0x1445,1.0,30.5,1.0,31.0,24.0,533.5,0.0,0.041,0.0,search,linux,Safari,May,New England,Returning,0.0,0.0,False
00xff4,8.0,185.0,0.0,0.0,14.0,186.167,0.021,0.035,0.0,referral,mac-ios,Google-Chrome,May,East North Central,Returning,0.0,0.0,False
000x9d,0.0,0.0,0.0,0.0,6.0,117.5,0.0,0.033,0.0,search,android,Safari,Feb,New England,Returning,0.8,1.0,False
00xcb0,8.0,186.5,0.0,0.0,57.0,1925.102,0.005,0.018,23.415,referral,windows,Google-Chrome,May,East North Central,Returning,0.0,0.0,False
0x2947,3.0,223.333,2.0,19.75,37.0,1118.987,0.003,0.019,0.0,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,1.0,False
0x2b36,1.0,23.0,1.0,284.0,78.0,2448.536,0.012,0.028,0.0,referral,windows,Google-Chrome,Dec,East North Central,Returning,0.0,0.0,False
00x52a,2.0,107.333,0.0,0.0,8.0,224.0,0.0,0.01,0.0,direct,android,Google-Chrome,Mar,West South Central,Returning,0.0,1.0,False
0x1b4f,3.0,67.0,0.0,0.0,5.0,141.2,0.0,0.008,0.0,search,mac-ios,Google-Chrome,Oct,West South Central,New,0.0,0.0,False
000xa5,0.0,0.0,0.0,0.0,12.0,129.0,0.0,0.033,0.0,direct,android,Safari,Feb,East North Central,Returning,0.0,0.0,False
0x1665,3.0,33.6,0.0,0.0,4.0,109.5,0.0,0.013,0.0,direct,mac-ios,Google-Chrome,Oct,New England,New,0.0,0.0,False
0x27b7,2.0,36.5,0.0,0.0,47.0,1073.31,0.005,0.03,0.0,search,android,Safari,Nov,New England,Returning,0.0,1.0,False
00x19f,0.0,0.0,0.0,0.0,29.0,617.5,0.007,0.02,0.0,referral,windows,Google-Chrome,Mar,East North Central,Returning,0.0,0.0,False
00xd22,0.0,0.0,0.0,0.0,6.0,600.0,0.0,0.033,0.0,search,android,Safari,May,West North Central,Returning,0.0,0.0,False
00x290,0.0,0.0,0.0,0.0,10.0,60.5,0.02,0.04,0.0,search,windows,Google-Chrome,Mar,East North Central,Returning,0.0,0.0,False
0x1c15,3.0,95.6,0.0,0.0,10.0,337.1,0.008,0.029,0.0,search,android,Safari,Jul,Pacific,Returning,0.0,0.0,False
0x10b1,8.0,321.6,0.0,0.0,30.0,1151.2,0.0,0.013,0.0,direct,windows,Google-Chrome,May,Mid-Atlantic,Returning,0.0,0.0,False
0x28a2,1.0,,2.0,17.0,126.0,5276.227,0.012,0.034,0.0,search,windows,Google-Chrome,Dec,Pacific,,0.0,1.0,False
0x2efa,2.0,29.5,0.0,0.0,36.0,1110.667,0.005,0.036,0.0,direct,windows,Firefox,Dec,Pacific,Returning,0.0,1.0,False
0x117c,1.0,18.0,0.0,0.0,15.0,272.333,0.0,0.037,0.0,search,windows,Google-Chrome,May,East North Central,Returning,0.6,0.0,False
0x2dd3,0.0,0.0,0.0,0.0,2.0,124.5,0.0,0.1,0.0,direct,android,Safari,Dec,New England,Returning,0.0,0.0,False
00xfe2,0.0,0.0,0.0,0.0,4.0,64.0,0.0,0.05,0.0,search,windows,Samsung,May,East North Central,Returning,0.4,0.0,False
00x978,1.0,4.0,0.0,0.0,9.0,495.0,0.022,0.044,0.0,campaigns,mac-ios,Google-Chrome,May,Mid-Atlantic,Returning,0.2,0.0,False
0x1ace,8.0,146.6,1.0,18.2,198.0,8006.695,0.003,0.019,0.0,search,windows,Google-Chrome,Jul,West North Central,Returning,0.0,0.0,False
00xbbf,0.0,0.0,0.0,0.0,4.0,36.0,0.1,0.15,0.0,search,windows,Samsung,May,New England,Returning,0.6,0.0,False
0x2285,0.0,0.0,0.0,0.0,11.0,335.0,0.036,0.061,0.0,direct,mac-ios,Google-Chrome,Nov,New England,Returning,0.0,1.0,False
0x2228,0.0,0.0,0.0,0.0,5.0,44.5,0.12,0.16,0.0,search,android,Safari,Nov,New England,Returning,0.0,0.0,False
0x2386,0.0,0.0,0.0,0.0,7.0,136.75,0.0,0.038,0.0,referral,mac-ios,Google-Chrome,Dec,Pacific,Returning,0.0,0.0,False
0x16fe,0.0,0.0,0.0,0.0,7.0,70.4,0.114,0.129,0.0,search,mac-ios,Google-Chrome,Jul,West North Central,Returning,0.0,0.0,False
00xa72,0.0,0.0,0.0,0.0,8.0,370.0,0.0,0.025,0.0,campaigns,windows,Google-Chrome,May,East North Central,Returning,0.0,1.0,False
0x16ea,0.0,0.0,0.0,0.0,28.0,403.833,0.018,0.03,0.0,referral,android,Safari,Jul,East South Central,Returning,0.0,0.0,False
0x1189,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,search,mac-ios,Google-Chrome,May,Pacific,Returning,0.0,0.0,False
0x2ba2,0.0,0.0,0.0,0.0,30.0,953.667,0.027,0.071,0.0,search,windows,Google-Chrome,Dec,Mid-Atlantic,Returning,0.0,0.0,False
0x1cdd,6.0,90.1,0.0,0.0,35.0,643.05,0.0,0.016,0.0,referral,android,Safari,Oct,East North Central,Returning,0.0,1.0,False
00x966,5.0,118.7,1.0,26.0,41.0,1019.294,0.049,0.058,0.0,search,mac-ios,Google-Chrome,May,West South Central,Returning,1.0,1.0,False
0x19e6,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,referral,mac-ios,Google-Chrome,Jul,New England,Returning,0.0,1.0,False
0x1d09,2.0,50.4,0.0,0.0,14.0,497.8,0.011,0.018,0.0,direct,mac-ios,Other,Sep,New England,Returning,0.0,0.0,False
00xca3,4.0,73.0,0.0,0.0,34.0,1001.167,0.0,0.018,0.0,search,windows,Samsung,May,West North Central,Returning,0.0,1.0,False
00x46f,0.0,0.0,0.0,0.0,2.0,36.5,0.0,0.033,0.0,search,mac-ios,Google-Chrome,Mar,New England,Returning,0.0,0.0,False
0x196f,3.0,98.1,2.0,28.2,130.0,4994.848,0.02,0.037,0.0,search,windows,Google-Chrome,Sep,West North Central,Returning,0.0,1.0,False
0x2739,0.0,0.0,0.0,0.0,12.0,466.125,0.0,0.022,0.0,search,mac-ios,Google-Chrome,Nov,New England,Returning,0.0,0.0,False
0x1752,10.0,228.35,0.0,0.0,3.0,28.6,0.0,0.002,0.0,referral,windows,Google-Chrome,Oct,West South Central,New,0.0,0.0,False
0x13d0,7.0,134.75,0.0,0.0,43.0,3283.722,0.009,0.019,24.901,referral,android,Google-Chrome,May,New England,Returning,0.2,0.0,False
0x1748,0.0,0.0,0.0,0.0,9.0,532.0,0.0,0.067,0.0,referral,windows,Google-Chrome,Oct,East North Central,Returning,0.0,0.0,False
0x1987,4.0,70.5,0.0,0.0,3.0,51.3,0.0,0.01,0.0,referral,mac-ios,Other,Sep,West North Central,New,0.0,0.0,False
0x2eb2,1.0,29.5,0.0,0.0,41.0,1119.542,0.01,0.036,0.0,direct,mac-ios,Google-Chrome,Nov,New England,Returning,0.0,0.0,False
0x1b4e,0.0,0.0,0.0,0.0,3.0,40.4,0.0,0.067,0.0,referral,windows,Google-Chrome,June,New England,Returning,0.0,1.0,False
0x1181,0.0,0.0,0.0,0.0,13.0,700.667,0.0,0.015,0.0,referral,mac-ios,Google-Chrome,May,New England,Returning,0.0,0.0,False
0x26f2,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.0,referral,android,Safari,Nov,West North Central,Returning,0.0,0.0,False
0x2437,4.0,302.5,0.0,0.0,15.0,257.167,0.05,0.049,0.0,search,mac-ios,Google-Chrome,Dec,West South Central,Returning,0.0,0.0,False
000xcb,0.0,0.0,0.0,0.0,3.0,133.5,0.0,0.089,0.0,referral,android,Google-Chrome,Mar,New England,Returning,0.0,0.0,False
00x6ce,0.0,0.0,0.0,0.0,13.0,437.25,0.069,0.103,0.0,search,android,Safari,Mar,East North Central,Returning,0.0,0.0,False
00xbc4,0.0,0.0,0.0,0.0,5.0,105.0,0.04,0.06,0.0,direct,windows,Google-Chrome,May,New England,Returning,0.0,0.0,False
